article,date,views,language
Al-Qaida,2015-08-28,483.0,de
Al-Qaida,2015-08-29,446.0,de
Al-Qaida,2015-08-30,534.0,de
Al-Qaida,2015-08-31,514.0,de
Al-Qaida,2015-09-01,610.0,de
Al-Qaida,2015-09-02,683.0,de
Al-Qaida,2015-09-03,717.0,de
Al-Qaida,2015-09-04,617.0,de
Al-Qaida,2015-09-05,643.0,de
Al-Qaida,2015-09-06,1017.0,de
Al-Qaida,2015-09-07,988.0,de
Al-Qaida,2015-09-08,861.0,de
Al-Qaida,2015-09-09,1002.0,de
Al-Qaida,2015-09-10,1026.0,de
Al-Qaida,2015-09-11,1896.0,de
Al-Qaida,2015-09-12,1045.0,de
Al-Qaida,2015-09-13,1050.0,de
Al-Qaida,2015-09-14,1057.0,de
Al-Qaida,2015-09-15,1020.0,de
Al-Qaida,2015-09-16,1076.0,de
Al-Qaida,2015-09-17,1083.0,de
Al-Qaida,2015-09-18,781.0,de
Al-Qaida,2015-09-19,654.0,de
Al-Qaida,2015-09-20,730.0,de
Al-Qaida,2015-09-21,725.0,de
Al-Qaida,2015-09-22,825.0,de
Al-Qaida,2015-09-23,727.0,de
Al-Qaida,2015-09-24,690.0,de
Al-Qaida,2015-09-25,654.0,de
Al-Qaida,2015-09-26,559.0,de
Al-Qaida,2015-09-27,698.0,de
Al-Qaida,2015-09-28,868.0,de
Al-Qaida,2015-09-29,901.0,de
Al-Qaida,2015-09-30,1001.0,de
Al-Qaida,2015-10-01,901.0,de
Al-Qaida,2015-10-02,621.0,de
Al-Qaida,2015-10-03,601.0,de
Al-Qaida,2015-10-04,733.0,de
Al-Qaida,2015-10-05,791.0,de
Al-Qaida,2015-10-06,756.0,de
Al-Qaida,2015-10-07,769.0,de
Al-Qaida,2015-10-08,750.0,de
Al-Qaida,2015-10-09,580.0,de
Al-Qaida,2015-10-10,484.0,de
Al-Qaida,2015-10-11,699.0,de
Al-Qaida,2015-10-12,725.0,de
Al-Qaida,2015-10-13,728.0,de
Al-Qaida,2015-10-14,726.0,de
Al-Qaida,2015-10-15,551.0,de
Al-Qaida,2015-10-16,490.0,de
Al-Qaida,2015-10-17,428.0,de
Al-Qaida,2015-10-18,611.0,de
Al-Qaida,2015-10-19,614.0,de
Al-Qaida,2015-10-20,627.0,de
Al-Qaida,2015-10-21,605.0,de
Al-Qaida,2015-10-22,597.0,de
Al-Qaida,2015-10-23,470.0,de
Al-Qaida,2015-10-24,415.0,de
Al-Qaida,2015-10-25,606.0,de
Al-Qaida,2015-10-26,585.0,de
Al-Qaida,2015-10-27,556.0,de
Al-Qaida,2015-10-28,702.0,de
Al-Qaida,2015-10-29,547.0,de
Al-Qaida,2015-10-30,542.0,de
Al-Qaida,2015-10-31,432.0,de
Al-Qaida,2015-11-01,778.0,de
Al-Qaida,2015-11-02,728.0,de
Al-Qaida,2015-11-03,983.0,de
Al-Qaida,2015-11-04,785.0,de
Al-Qaida,2015-11-05,841.0,de
Al-Qaida,2015-11-06,639.0,de
Al-Qaida,2015-11-07,501.0,de
Al-Qaida,2015-11-08,689.0,de
Al-Qaida,2015-11-09,708.0,de
Al-Qaida,2015-11-10,686.0,de
Al-Qaida,2015-11-11,661.0,de
Al-Qaida,2015-11-12,704.0,de
Al-Qaida,2015-11-13,1255.0,de
Al-Qaida,2015-11-14,10571.0,de
Al-Qaida,2015-11-15,10059.0,de
Al-Qaida,2015-11-16,9576.0,de
Al-Qaida,2015-11-17,8405.0,de
Al-Qaida,2015-11-18,7633.0,de
Al-Qaida,2015-11-19,5368.0,de
Al-Qaida,2015-11-20,5907.0,de
Al-Qaida,2015-11-21,3082.0,de
Al-Qaida,2015-11-22,3042.0,de
Al-Qaida,2015-11-23,2758.0,de
Al-Qaida,2015-11-24,2544.0,de
Al-Qaida,2015-11-25,2036.0,de
Al-Qaida,2015-11-26,1777.0,de
Al-Qaida,2015-11-27,1472.0,de
Al-Qaida,2015-11-28,1165.0,de
Al-Qaida,2015-11-29,1404.0,de
Al-Qaida,2015-11-30,1515.0,de
Al-Qaida,2015-12-01,1578.0,de
Al-Qaida,2015-12-02,1563.0,de
Al-Qaida,2015-12-03,1391.0,de
Al-Qaida,2015-12-04,1229.0,de
Al-Qaida,2015-12-05,869.0,de
Al-Qaida,2015-12-06,1224.0,de
Al-Qaida,2015-12-07,1359.0,de
Al-Qaida,2015-12-08,1318.0,de
Al-Qaida,2015-12-09,1233.0,de
Al-Qaida,2015-12-10,1083.0,de
Al-Qaida,2015-12-11,895.0,de
Al-Qaida,2015-12-12,721.0,de
Al-Qaida,2015-12-13,1019.0,de
Al-Qaida,2015-12-14,1095.0,de
Al-Qaida,2015-12-15,1066.0,de
Al-Qaida,2015-12-16,1049.0,de
Al-Qaida,2015-12-17,829.0,de
Al-Qaida,2015-12-18,539.0,de
Al-Qaida,2015-12-19,554.0,de
Al-Qaida,2015-12-20,873.0,de
Al-Qaida,2015-12-21,583.0,de
Al-Qaida,2015-12-22,573.0,de
Al-Qaida,2015-12-23,495.0,de
Al-Qaida,2015-12-24,354.0,de
Al-Qaida,2015-12-25,415.0,de
Al-Qaida,2015-12-26,428.0,de
Al-Qaida,2015-12-27,536.0,de
Al-Qaida,2015-12-28,564.0,de
Al-Qaida,2015-12-29,570.0,de
Al-Qaida,2015-12-30,492.0,de
Al-Qaida,2015-12-31,429.0,de
Al-Qaida,2016-01-01,447.0,de
Al-Qaida,2016-01-02,868.0,de
Al-Qaida,2016-01-03,961.0,de
Al-Qaida,2016-01-04,1020.0,de
Al-Qaida,2016-01-05,846.0,de
Al-Qaida,2016-01-06,876.0,de
Al-Qaida,2016-01-07,863.0,de
Al-Qaida,2016-01-08,732.0,de
Al-Qaida,2016-01-09,664.0,de
Al-Qaida,2016-01-10,940.0,de
Al-Qaida,2016-01-11,1041.0,de
Al-Qaida,2016-01-12,1056.0,de
Al-Qaida,2016-01-13,1076.0,de
Al-Qaida,2016-01-14,1223.0,de
Al-Qaida,2016-01-15,781.0,de
Al-Qaida,2016-01-16,1787.0,de
Al-Qaida,2016-01-17,1364.0,de
Al-Qaida,2016-01-18,1075.0,de
Al-Qaida,2016-01-19,942.0,de
Al-Qaida,2016-01-20,1057.0,de
Al-Qaida,2016-01-21,809.0,de
Al-Qaida,2016-01-22,673.0,de
Al-Qaida,2016-01-23,522.0,de
Al-Qaida,2016-01-24,801.0,de
Al-Qaida,2016-01-25,801.0,de
Al-Qaida,2016-01-26,775.0,de
Al-Qaida,2016-01-27,785.0,de
Al-Qaida,2016-01-28,697.0,de
Al-Qaida,2016-01-29,574.0,de
Al-Qaida,2016-01-30,437.0,de
Al-Qaida,2016-01-31,733.0,de
Al-Qaida,2016-02-01,757.0,de
Al-Qaida,2016-02-02,712.0,de
Al-Qaida,2016-02-03,786.0,de
Al-Qaida,2016-02-04,743.0,de
Al-Qaida,2016-02-05,537.0,de
Al-Qaida,2016-02-06,399.0,de
Al-Qaida,2016-02-07,616.0,de
Al-Qaida,2016-02-08,584.0,de
Al-Qaida,2016-02-09,611.0,de
Al-Qaida,2016-02-10,836.0,de
Al-Qaida,2016-02-11,825.0,de
Al-Qaida,2016-02-12,606.0,de
Al-Qaida,2016-02-13,535.0,de
Al-Qaida,2016-02-14,879.0,de
Al-Qaida,2016-02-15,776.0,de
Al-Qaida,2016-02-16,784.0,de
Al-Qaida,2016-02-17,826.0,de
Al-Qaida,2016-02-18,781.0,de
Al-Qaida,2016-02-19,628.0,de
Al-Qaida,2016-02-20,612.0,de
Al-Qaida,2016-02-21,754.0,de
Al-Qaida,2016-02-22,820.0,de
Al-Qaida,2016-02-23,868.0,de
Al-Qaida,2016-02-24,859.0,de
Al-Qaida,2016-02-25,787.0,de
Al-Qaida,2016-02-26,540.0,de
Al-Qaida,2016-02-27,472.0,de
Al-Qaida,2016-02-28,731.0,de
Al-Qaida,2016-02-29,714.0,de
Al-Qaida,2016-03-01,882.0,de
Al-Qaida,2016-03-02,721.0,de
Al-Qaida,2016-03-03,728.0,de
Al-Qaida,2016-03-04,513.0,de
Al-Qaida,2016-03-05,505.0,de
Al-Qaida,2016-03-06,801.0,de
Al-Qaida,2016-03-07,766.0,de
Al-Qaida,2016-03-08,815.0,de
Al-Qaida,2016-03-09,727.0,de
Al-Qaida,2016-03-10,826.0,de
Al-Qaida,2016-03-11,521.0,de
Al-Qaida,2016-03-12,480.0,de
Al-Qaida,2016-03-13,645.0,de
Al-Qaida,2016-03-14,881.0,de
Al-Qaida,2016-03-15,854.0,de
Al-Qaida,2016-03-16,670.0,de
Al-Qaida,2016-03-17,647.0,de
Al-Qaida,2016-03-18,438.0,de
Al-Qaida,2016-03-19,421.0,de
Al-Qaida,2016-03-20,589.0,de
Al-Qaida,2016-03-21,491.0,de
Al-Qaida,2016-03-22,2000.0,de
Al-Qaida,2016-03-23,2004.0,de
Al-Qaida,2016-03-24,1287.0,de
Al-Qaida,2016-03-25,1333.0,de
Al-Qaida,2016-03-26,951.0,de
Al-Qaida,2016-03-27,910.0,de
Al-Qaida,2016-03-28,1440.0,de
Al-Qaida,2016-03-29,1034.0,de
Al-Qaida,2016-03-30,831.0,de
Al-Qaida,2016-03-31,861.0,de
Al-Qaida,2016-04-01,670.0,de
Al-Qaida,2016-04-02,495.0,de
Al-Qaida,2016-04-03,678.0,de
Al-Qaida,2016-04-04,721.0,de
Al-Qaida,2016-04-05,710.0,de
Al-Qaida,2016-04-06,656.0,de
Al-Qaida,2016-04-07,600.0,de
Al-Qaida,2016-04-08,496.0,de
Al-Qaida,2016-04-09,470.0,de
Al-Qaida,2016-04-10,784.0,de
Al-Qaida,2016-04-11,730.0,de
Al-Qaida,2016-04-12,726.0,de
Al-Qaida,2016-04-13,673.0,de
Al-Qaida,2016-04-14,661.0,de
Al-Qaida,2016-04-15,501.0,de
Al-Qaida,2016-04-16,496.0,de
Al-Qaida,2016-04-17,580.0,de
Al-Qaida,2016-04-18,641.0,de
Al-Qaida,2016-04-19,822.0,de
Al-Qaida,2016-04-20,733.0,de
Al-Qaida,2016-04-21,572.0,de
Al-Qaida,2016-04-22,528.0,de
Al-Qaida,2016-04-23,432.0,de
Al-Qaida,2016-04-24,636.0,de
Al-Qaida,2016-04-25,823.0,de
Al-Qaida,2016-04-26,735.0,de
Al-Qaida,2016-04-27,726.0,de
Al-Qaida,2016-04-28,605.0,de
Al-Qaida,2016-04-29,592.0,de
Al-Qaida,2016-04-30,397.0,de
Al-Qaida,2016-05-01,603.0,de
Al-Qaida,2016-05-02,1046.0,de
Al-Qaida,2016-05-03,799.0,de
Al-Qaida,2016-05-04,495.0,de
Al-Qaida,2016-05-05,380.0,de
Al-Qaida,2016-05-06,390.0,de
Al-Qaida,2016-05-07,388.0,de
Al-Qaida,2016-05-08,528.0,de
Al-Qaida,2016-05-09,637.0,de
Al-Qaida,2016-05-10,657.0,de
Al-Qaida,2016-05-11,672.0,de
Al-Qaida,2016-05-12,610.0,de
Al-Qaida,2016-05-13,436.0,de
Al-Qaida,2016-05-14,337.0,de
Al-Qaida,2016-05-15,363.0,de
Al-Qaida,2016-05-16,698.0,de
Al-Qaida,2016-05-17,680.0,de
Al-Qaida,2016-05-18,577.0,de
Al-Qaida,2016-05-19,632.0,de
Al-Qaida,2016-05-20,510.0,de
Al-Qaida,2016-05-21,390.0,de
Al-Qaida,2016-05-22,778.0,de
Al-Qaida,2016-05-23,921.0,de
Al-Qaida,2016-05-24,807.0,de
Al-Qaida,2016-05-25,766.0,de
Al-Qaida,2016-05-26,591.0,de
Al-Qaida,2016-05-27,467.0,de
Al-Qaida,2016-05-28,401.0,de
Al-Qaida,2016-05-29,712.0,de
Al-Qaida,2016-05-30,772.0,de
Al-Qaida,2016-05-31,660.0,de
Al-Qaida,2016-06-01,722.0,de
Al-Qaida,2016-06-02,741.0,de
Al-Qaida,2016-06-03,512.0,de
Al-Qaida,2016-06-04,452.0,de
Al-Qaida,2016-06-05,623.0,de
Al-Qaida,2016-06-06,719.0,de
Al-Qaida,2016-06-07,682.0,de
Al-Qaida,2016-06-08,766.0,de
Al-Qaida,2016-06-09,732.0,de
Al-Qaida,2016-06-10,523.0,de
Al-Qaida,2016-06-11,444.0,de
Al-Qaida,2016-06-12,664.0,de
Al-Qaida,2016-06-13,788.0,de
Al-Qaida,2016-06-14,807.0,de
Al-Qaida,2016-06-15,776.0,de
Al-Qaida,2016-06-16,603.0,de
Al-Qaida,2016-06-17,451.0,de
Al-Qaida,2016-06-18,456.0,de
Al-Qaida,2016-06-19,673.0,de
Al-Qaida,2016-06-20,683.0,de
Al-Qaida,2016-06-21,627.0,de
Al-Qaida,2016-06-22,550.0,de
Al-Qaida,2016-06-23,429.0,de
Al-Qaida,2016-06-24,377.0,de
Al-Qaida,2016-06-25,327.0,de
Al-Qaida,2016-06-26,509.0,de
Al-Qaida,2016-06-27,540.0,de
Al-Qaida,2016-06-28,602.0,de
Al-Qaida,2016-06-29,682.0,de
Al-Qaida,2016-06-30,568.0,de
Al-Qaida,2016-07-01,385.0,de
Al-Qaida,2016-07-02,380.0,de
Al-Qaida,2016-07-03,556.0,de
Al-Qaida,2016-07-04,640.0,de
Al-Qaida,2016-07-05,597.0,de
Al-Qaida,2016-07-06,586.0,de
Al-Qaida,2016-07-07,379.0,de
Al-Qaida,2016-07-08,340.0,de
Al-Qaida,2016-07-09,311.0,de
Al-Qaida,2016-07-10,416.0,de
Al-Qaida,2016-07-11,695.0,de
Al-Qaida,2016-07-12,591.0,de
Al-Qaida,2016-07-13,445.0,de
Al-Qaida,2016-07-14,391.0,de
Al-Qaida,2016-07-15,1016.0,de
Al-Qaida,2016-07-16,678.0,de
Al-Qaida,2016-07-17,533.0,de
Al-Qaida,2016-07-18,476.0,de
Al-Qaida,2016-07-19,842.0,de
Al-Qaida,2016-07-20,579.0,de
Al-Qaida,2016-07-21,586.0,de
Al-Qaida,2016-07-22,904.0,de
Al-Qaida,2016-07-23,888.0,de
Al-Qaida,2016-07-24,652.0,de
Al-Qaida,2016-07-25,982.0,de
Al-Qaida,2016-07-26,1054.0,de
Al-Qaida,2016-07-27,823.0,de
Al-Qaida,2016-07-28,875.0,de
Al-Qaida,2016-07-29,729.0,de
Al-Qaida,2016-07-30,450.0,de
Al-Qaida,2016-07-31,536.0,de
Al-Qaida,2016-08-01,465.0,de
Al-Qaida,2016-08-02,473.0,de
Al-Qaida,2016-08-03,490.0,de
Al-Qaida,2016-08-04,490.0,de
Al-Qaida,2016-08-05,499.0,de
Al-Qaida,2016-08-06,392.0,de
Al-Qaida,2016-08-07,428.0,de
Al-Qaida,2016-08-08,510.0,de
Al-Qaida,2016-08-09,446.0,de
Al-Qaida,2016-08-10,468.0,de
Al-Qaida,2016-08-11,714.0,de
Al-Qaida,2016-08-12,479.0,de
Al-Qaida,2016-08-13,345.0,de
Al-Qaida,2016-08-14,384.0,de
Al-Qaida,2016-08-15,408.0,de
Al-Qaida,2016-08-16,558.0,de
Al-Qaida,2016-08-17,419.0,de
Al-Qaida,2016-08-18,425.0,de
Al-Qaida,2016-08-19,391.0,de
Al-Qaida,2016-08-20,361.0,de
Al-Qaida,2016-08-21,588.0,de
Al-Qaida,2016-08-22,559.0,de
Al-Qaida,2016-08-23,511.0,de
Al-Qaida,2016-08-24,462.0,de
Al-Qaida,2016-08-25,437.0,de
Al-Qaida,2016-08-26,381.0,de
Al-Qaida,2016-08-27,468.0,de
Al-Qaida,2016-08-28,438.0,de
Al-Qaida,2016-08-29,490.0,de
Al-Qaida,2016-08-30,702.0,de
Al-Qaida,2016-08-31,563.0,de
Al-Qaida,2016-09-01,495.0,de
Al-Qaida,2016-09-02,433.0,de
Al-Qaida,2016-09-03,360.0,de
Al-Qaida,2016-09-04,558.0,de
Al-Qaida,2016-09-05,496.0,de
Al-Qaida,2016-09-06,463.0,de
Al-Qaida,2016-09-07,506.0,de
Al-Qaida,2016-09-08,516.0,de
Al-Qaida,2016-09-09,478.0,de
Al-Qaida,2016-09-10,1665.0,de
Al-Qaida,2016-09-11,2326.0,de
Al-Qaida,2016-09-12,1151.0,de
Al-Qaida,2016-09-13,855.0,de
Al-Qaida,2016-09-14,674.0,de
Al-Qaida,2016-09-15,637.0,de
Al-Qaida,2016-09-16,476.0,de
Al-Qaida,2016-09-17,930.0,de
Al-Qaida,2016-09-18,686.0,de
Al-Qaida,2016-09-19,676.0,de
Al-Qaida,2016-09-20,697.0,de
Al-Qaida,2016-09-21,586.0,de
Al-Qaida,2016-09-22,575.0,de
Al-Qaida,2016-09-23,454.0,de
Al-Qaida,2016-09-24,431.0,de
Al-Qaida,2016-09-25,531.0,de
Al-Qaida,2016-09-26,588.0,de
Al-Qaida,2016-09-27,643.0,de
Al-Qaida,2016-09-28,534.0,de
Al-Qaida,2016-09-29,565.0,de
Al-Qaida,2016-09-30,399.0,de
Al-Qaida,2016-10-01,311.0,de
Al-Qaida,2016-10-02,366.0,de
Al-Qaida,2016-10-03,444.0,de
Al-Qaida,2016-10-04,495.0,de
Al-Qaida,2016-10-05,546.0,de
Al-Qaida,2016-10-06,503.0,de
Al-Qaida,2016-10-07,345.0,de
Al-Qaida,2016-10-08,376.0,de
Al-Qaida,2016-10-09,474.0,de
Al-Qaida,2016-10-10,486.0,de
Al-Qaida,2016-10-11,452.0,de
Al-Qaida,2016-10-12,510.0,de
Al-Qaida,2016-10-13,565.0,de
Al-Qaida,2016-10-14,412.0,de
Al-Qaida,2016-10-15,368.0,de
Al-Qaida,2016-10-16,477.0,de
Al-Qaida,2016-10-17,615.0,de
Al-Qaida,2016-10-18,604.0,de
Al-Qaida,2016-10-19,615.0,de
Al-Qaida,2016-10-20,495.0,de
Al-Qaida,2016-10-21,471.0,de
Al-Qaida,2016-10-22,437.0,de
Al-Qaida,2016-10-23,488.0,de
Al-Qaida,2016-10-24,512.0,de
Al-Qaida,2016-10-25,573.0,de
Al-Qaida,2016-10-26,585.0,de
Al-Qaida,2016-10-27,534.0,de
Al-Qaida,2016-10-28,451.0,de
Al-Qaida,2016-10-29,355.0,de
Al-Qaida,2016-10-30,558.0,de
Al-Qaida,2016-10-31,487.0,de
Al-Qaida,2016-11-01,528.0,de
Al-Qaida,2016-11-02,540.0,de
Al-Qaida,2016-11-03,574.0,de
Al-Qaida,2016-11-04,417.0,de
Al-Qaida,2016-11-05,552.0,de
Al-Qaida,2016-11-06,746.0,de
Al-Qaida,2016-11-07,833.0,de
Al-Qaida,2016-11-08,880.0,de
Al-Qaida,2016-11-09,1037.0,de
Al-Qaida,2016-11-10,759.0,de
Al-Qaida,2016-11-11,534.0,de
Al-Qaida,2016-11-12,454.0,de
Al-Qaida,2016-11-13,679.0,de
Al-Qaida,2016-11-14,816.0,de
Al-Qaida,2016-11-15,648.0,de
Al-Qaida,2016-11-16,677.0,de
Al-Qaida,2016-11-17,582.0,de
Al-Qaida,2016-11-18,447.0,de
Al-Qaida,2016-11-19,416.0,de
Al-Qaida,2016-11-20,603.0,de
Al-Qaida,2016-11-21,555.0,de
Al-Qaida,2016-11-22,537.0,de
Al-Qaida,2016-11-23,560.0,de
Al-Qaida,2016-11-24,555.0,de
Al-Qaida,2016-11-25,446.0,de
Al-Qaida,2016-11-26,392.0,de
Al-Qaida,2016-11-27,539.0,de
Al-Qaida,2016-11-28,641.0,de
Al-Qaida,2016-11-29,628.0,de
Al-Qaida,2016-11-30,608.0,de
Al-Qaida,2016-12-01,513.0,de
Al-Qaida,2016-12-02,476.0,de
Al-Qaida,2016-12-03,459.0,de
Al-Qaida,2016-12-04,574.0,de
Al-Qaida,2016-12-05,546.0,de
Al-Qaida,2016-12-06,497.0,de
Al-Qaida,2016-12-07,566.0,de
Al-Qaida,2016-12-08,491.0,de
Al-Qaida,2016-12-09,471.0,de
Al-Qaida,2016-12-10,368.0,de
Al-Qaida,2016-12-11,617.0,de
Al-Qaida,2016-12-12,670.0,de
Al-Qaida,2016-12-13,635.0,de
Al-Qaida,2016-12-14,696.0,de
Al-Qaida,2016-12-15,660.0,de
Al-Qaida,2016-12-16,566.0,de
Al-Qaida,2016-12-17,457.0,de
Al-Qaida,2016-12-18,599.0,de
Al-Qaida,2016-12-19,921.0,de
Al-Qaida,2016-12-20,1440.0,de
Al-Qaida,2016-12-21,1097.0,de
Al-Qaida,2016-12-22,811.0,de
Al-Qaida,2016-12-23,1020.0,de
Al-Qaida,2016-12-24,572.0,de
Al-Qaida,2016-12-25,564.0,de
Al-Qaida,2016-12-26,478.0,de
Al-Qaida,2016-12-27,563.0,de
Al-Qaida,2016-12-28,594.0,de
Al-Qaida,2016-12-29,544.0,de
Al-Qaida,2016-12-30,661.0,de
Al-Qaida,2016-12-31,390.0,de
Al-Qaida,2017-01-01,562.0,de
Al-Qaida,2017-01-02,797.0,de
Al-Qaida,2017-01-03,828.0,de
Al-Qaida,2017-01-04,739.0,de
Al-Qaida,2017-01-05,776.0,de
Al-Qaida,2017-01-06,912.0,de
Al-Qaida,2017-01-07,623.0,de
Al-Qaida,2017-01-08,915.0,de
Al-Qaida,2017-01-09,800.0,de
Al-Qaida,2017-01-10,892.0,de
Al-Qaida,2017-01-11,859.0,de
Al-Qaida,2017-01-12,683.0,de
Al-Qaida,2017-01-13,566.0,de
Al-Qaida,2017-01-14,490.0,de
Al-Qaida,2017-01-15,640.0,de
Al-Qaida,2017-01-16,708.0,de
Al-Qaida,2017-01-17,776.0,de
Al-Qaida,2017-01-18,648.0,de
Al-Qaida,2017-01-19,721.0,de
Al-Qaida,2017-01-20,569.0,de
Al-Qaida,2017-01-21,488.0,de
Al-Qaida,2017-01-22,650.0,de
Al-Qaida,2017-01-23,621.0,de
Al-Qaida,2017-01-24,661.0,de
Al-Qaida,2017-01-25,641.0,de
Al-Qaida,2017-01-26,618.0,de
Al-Qaida,2017-01-27,439.0,de
Al-Qaida,2017-01-28,428.0,de
Al-Qaida,2017-01-29,821.0,de
Al-Qaida,2017-01-30,704.0,de
Al-Qaida,2017-01-31,812.0,de
Al-Qaida,2017-02-01,761.0,de
Al-Qaida,2017-02-02,737.0,de
Al-Qaida,2017-02-03,556.0,de
